loan_id,funded_date,interest_income,LTV_ratio,funded_amount
LL0001063,2017-08-06,75636.79109600002,0.8303327937624476,2256000.0
LL0001038,2016-03-07,63804.270498000005,0.7740490903287585,2280000.0
LL0000500,2012-07-03,42750.7349808,0.5613105932022687,2148000.0
LL0001688,2017-12-16,78505.7877324,0.8493124033656515,2244000.0
LL0000081,2016-11-13,70815.14002159999,0.8084081037138456,2280000.0
LL0000998,2012-06-12,40018.88518120001,0.5246762312817327,2016000.0
LL0000446,2014-04-28,61603.4622238,0.6168202909153505,2160000.0
LL0001027,2015-10-02,60574.88828040001,0.7271981952101999,2184000.0
LL0000493,2015-02-24,55825.810404,0.6704745755408085,2112000.0
LL0000110,2013-03-06,48055.44711239999,0.583658377143842,2136000.0
LL0000835,2016-03-20,48876.795287600005,0.6648970731918205,2244000.0
LL0000227,2018-11-09,90218.1108048,0.8691285658696873,2232000.0
LL0000258,2018-04-03,82932.2355176,0.8174999005147282,2100000.0
LL0001257,2014-06-15,61076.51770780001,0.6300158532888754,2148000.0
LL0000351,2013-03-04,48406.55636639999,0.6028470048079005,2184000.0
LL0000996,2013-05-28,47636.8393784,0.5515387966759965,2004000.0
LL0000480,2015-05-24,61152.72912,0.6969604843434672,2160000.0
LL0000611,2012-02-14,23040.876782,0.3107773340856808,2100000.0
LL0001104,2016-02-06,47848.057408399996,0.6578261065885163,2232000.0
LL0000274,2018-12-05,96527.1361656,0.9311362062967472,2280000.0
LL0000482,2012-02-06,39777.9184656,0.49444898478270405,1956000.0
LL0000802,2013-09-18,58293.18812800001,0.5976126912256023,2160000.0
LL0001669,2014-06-11,60595.101108,0.6274195513525401,2112000.0
LL0000207,2017-03-04,76100.0641332,0.8218819228314221,2220000.0
LL0001112,2019-11-15,75572.787213,0.9682037351069219,2208000.0
LL0000886,2019-06-07,76603.3403104,0.9164741793152136,2136000.0
LL0000541,2019-06-24,77279.1261444,0.9428009004436009,2196000.0
LL0000564,2013-08-23,55425.9120844,0.5541043151804249,2028000.0
LL0000179,2015-11-17,59403.9317456,0.6832918249015182,2004000.0
LL0000221,2014-07-27,60492.239662399996,0.656595290368272,2160000.0
LL0000870,2014-08-12,60682.9387798,0.6621459041799505,2160000.0
LL0001294,2016-02-20,53638.1735,0.7084894990131069,2004000.0
LL0001347,2012-12-22,42451.788610400006,0.5596257292545398,2004000.0
LL0000442,2012-08-08,41412.422220399996,0.5622109296426505,2052000.0
LL0000799,2017-07-11,68801.82217439999,0.7756102445118687,2016000.0
LL0000339,2013-02-14,27716.9942148,0.37558914015016087,1992000.0
LL0000222,2019-09-19,72609.789868,0.9579591006615412,2172000.0
LL0000116,2013-03-20,46262.615696999994,0.5815296524889306,2052000.0
LL0000510,2015-05-07,41575.316399999996,0.5353246753246753,1968000.0
LL0000210,2014-10-02,55497.0206238,0.615798109191926,1956000.0
LL0000983,2019-06-15,68119.6771948,0.9016216188340807,2100000.0
LL0000982,2015-08-28,59957.3564528,0.7106308213796665,2088000.0
LL0000939,2019-02-15,84529.1832612,0.8926192176258992,2088000.0
LL0000412,2015-12-10,58559.9011818,0.6866287649348605,1968000.0
LL0000798,2014-09-28,59289.998495,0.6453988648904304,2064000.0
LL0001243,2013-10-19,36293.016997,0.42067893369479276,2040000.0
LL0000487,2016-02-17,54675.2859216,0.7270230525218653,2016000.0
LL0000800,2018-06-26,85972.0087692,0.8727895349365822,2112000.0
LL0000589,2019-10-27,71937.67229560002,0.962605929159278,2136000.0
LL0000814,2012-10-05,42918.4144296,0.5836954831071851,2064000.0
LL0001611,2016-05-19,59185.78165519999,0.7837655769142962,2124000.0
LL0001010,2015-04-14,50277.005156399995,0.6574604578825789,1920000.0
LL0000974,2017-08-07,65436.647573300004,0.779508603803014,1956000.0
LL0001676,2013-09-13,52546.6057688,0.5361150776714624,1884000.0
LL0000657,2015-02-05,51575.34839,0.690928681316158,2028000.0
LL0001327,2017-10-15,62029.82909859999,0.7981270262819334,2136000.0
LL0001158,2012-01-10,37820.675634,0.4831467837198079,1850000.0
LL0001036,2019-11-18,69621.7136928,0.9396056756508141,2052000.0
LL0001608,2012-03-17,40553.5547788,0.47769926345348246,1850000.0
LL0000168,2019-06-17,73160.4938408,0.9142100603714457,2040000.0
LL0000921,2016-03-06,56653.2640778,0.7507159692137524,2040000.0
LL0001425,2014-07-27,52930.7097046,0.598357721740734,1890000.0
LL0000440,2012-07-28,38537.432248000005,0.5604564509047212,1968000.0
LL0001086,2012-05-12,37526.6112786,0.5063903827418232,1836000.0
LL0000476,2014-11-10,53064.6765948,0.6193201448535215,1880000.0
LL0001631,2013-03-21,44275.8052884,0.5799237075074936,1968000.0
LL0001397,2013-04-21,39877.596928,0.5572455471329583,1848000.0
LL0000874,2013-05-21,26649.098122800002,0.3830096146686523,1848000.0
LL0000353,2012-01-16,37642.567852800006,0.5030424219824271,1880000.0
LL0001084,2013-04-11,41849.668999,0.5713974939331715,1900000.0
LL0000063,2014-05-20,51744.1615396,0.5864539438065901,1860000.0
LL0000934,2013-04-28,39427.3274792,0.5581325614510143,1840000.0
LL0000750,2018-05-20,86209.1712332,0.8642228946323924,2052000.0
LL0001697,2017-11-10,73905.14167920001,0.8646056846337244,2100000.0
LL0001392,2019-04-11,76769.515264,0.8743856825359692,1944000.0
LL0001467,2013-01-21,41213.113076400005,0.556150659865219,1890000.0
LL0000138,2012-08-11,36479.890888,0.5260775896391017,1820000.0
LL0000892,2012-11-26,37420.58001599999,0.5383273340832396,1824000.0
LL0000891,2013-10-24,50292.967459199994,0.5711848992030004,1900000.0
LL0001233,2016-11-21,67034.7733783,0.8032304529257314,2076000.0
LL0000615,2017-08-04,65981.03043200001,0.8017603752345216,1968000.0
LL0001035,2018-05-01,83668.4308352,0.8597139826331847,2040000.0
LL0001154,2014-08-09,51772.949280600005,0.6023552982077002,1850000.0
LL0001618,2019-03-14,85352.18809879999,0.9492566759927585,2112000.0
LL0000571,2019-11-28,65184.7159024,0.9104827492120242,1944000.0
LL0000792,2013-02-12,41244.36388019999,0.5362830549936491,1820000.0
LL0001092,2016-08-17,50665.558897799994,0.7574161366202484,1944000.0
LL0000486,2016-11-22,66601.327907,0.8031869715902393,2064000.0
LL0000518,2012-11-10,37915.295218399995,0.5573939964157706,1870000.0
LL0001003,2017-10-25,67031.056495,0.7846132600594368,1900000.0
LL0001438,2015-09-16,58619.10395719999,0.7098872450906344,1980000.0
LL0001689,2018-05-05,83304.0573444,0.8646856111032432,2028000.0
LL0000326,2014-06-11,54397.8748728,0.6047473955135774,1896000.0
